issuekey_A,title_A,description_A,text_A,issuekey_B,title_B,description_B,text_B,Y
USERGRID-35,Cannot delete an entity that has a connection to it,"""To repro, attempt to delete an entity that has a connection to it such as: curl -X DELETE """"https://api.com/fdsafdsa/testapp/dog/Dachsund""""     Notice that you get error message:   {""""error"""":""""class_cast"""",""""timestamp"""":1386200483978,""""duration"""":0,""""exception"""":""""java.lang.ClassCastException"""",""""error_description"""":""""org.usergrid.persistence.cassandra.ConnectedEntityRefImpl cannot be cast to org.usergrid.persistence.cassandra.ConnectionRefImpl""""}     It is expected that the entity is deleted and the connection is deleted as well.""","Cannot delete an entity that has a connection to it ""To repro, attempt to delete an entity that has a connection to it such as: curl -X DELETE """"https://api.com/fdsafdsa/testapp/dog/Dachsund""""     Notice that you get error message:   {""""error"""":""""class_cast"""",""""timestamp"""":1386200483978,""""duration"""":0,""""exception"""":""""java.lang.ClassCastException"""",""""error_description"""":""""org.usergrid.persistence.cassandra.ConnectedEntityRefImpl cannot be cast to org.usergrid.persistence.cassandra.ConnectionRefImpl""""}     It is expected that the entity is deleted and the connection is deleted as well.""",DM-5526,Add documentation to BinnedWcs,"DM-5282 ported functionality from HSC to work in ""super-pixels"" which are the result of binning in wcs. This functionality was introduced in binnedWcs.(cc/h). This functionality needs proper doxygen documentation added.","Add documentation to BinnedWcs DM-5282 ported functionality from HSC to work in ""super-pixels"" which are the result of binning in wcs. This functionality was introduced in binnedWcs.(cc/h). This functionality needs proper doxygen documentation added.",1
USERGRID-40,ActivityStreams should be indexed,"""top-level properties like category, content, title should be indexed by default, so you can do     /activities?ql=category = 'Report'       Objects such as actor, object, provider, generator & target should be deep-indexed so you can do queries like:     /activities?ql=object.uuid = 'ca16c9a1-ab5b-11e1-8b99-1231381c404f'     /activities?ql=author.name = 'Tim'     etc.""","ActivityStreams should be indexed ""top-level properties like category, content, title should be indexed by default, so you can do     /activities?ql=category = 'Report'       Objects such as actor, object, provider, generator & target should be deep-indexed so you can do queries like:     /activities?ql=object.uuid = 'ca16c9a1-ab5b-11e1-8b99-1231381c404f'     /activities?ql=author.name = 'Tim'     etc.""",DM-6445,Verification CoDR preparation,Just capturing FE's SPs  towards this. ,Verification CoDR preparation Just capturing FE's SPs  towards this. ,-1
USERGRID-51,the result from the Setup call (to setup DB) should not say OK when it failed to create KS (or other critical failure),"**Need to verify that this is still an issue    ""When the /setup call is run and create UG keyspaces, they could fail (for various reason).     However, it seems in the result from the call, the status always says OK:     {panel}   [root@rut000ea lib]# curl -u superuser:supervisor 0:8080/system/database/setup   \{   """"action"""" : """"cassandra setup"""",   """"status"""" : """"ok"""",   """"timestamp"""" : 1383342928369,   """"duration"""" : 65   \}   {panel}     Here is 1 way to reproduce this problem: in the usergrid properties, define to use NetworkTopologyStrategy AND replication_factor:     {panel}   cassandra.keyspace.strategy.options.replication_factor=3   cassandra.keyspace.strategy.options.us-east=3   cassandra.keyspace.strategy=org.apache.cassandra.locator.NetworkTopologyStrategy   {panel}     In C* 1.2, it becomes stricter on the options used (previously a warning). The above combination of the strategy options is invalid for NetworkTopologyStrategy, and will result in failure of creating the keyspace.     Hence the status result from the setup call should reflect it.""","the result from the Setup call (to setup DB) should not say OK when it failed to create KS (or other critical failure) **Need to verify that this is still an issue    ""When the /setup call is run and create UG keyspaces, they could fail (for various reason).     However, it seems in the result from the call, the status always says OK:     {panel}   [root@rut000ea lib]# curl -u superuser:supervisor 0:8080/system/database/setup   \{   """"action"""" : """"cassandra setup"""",   """"status"""" : """"ok"""",   """"timestamp"""" : 1383342928369,   """"duration"""" : 65   \}   {panel}     Here is 1 way to reproduce this problem: in the usergrid properties, define to use NetworkTopologyStrategy AND replication_factor:     {panel}   cassandra.keyspace.strategy.options.replication_factor=3   cassandra.keyspace.strategy.options.us-east=3   cassandra.keyspace.strategy=org.apache.cassandra.locator.NetworkTopologyStrategy   {panel}     In C* 1.2, it becomes stricter on the options used (previously a warning). The above combination of the strategy options is invalid for NetworkTopologyStrategy, and will result in failure of creating the keyspace.     Hence the status result from the setup call should reflect it.""",APSTUD-8188,Create shell EDT FTPj library,"New contributors to Aptana are required to either download and install a trial version of the edtftpj library, or close all the FTP projects.    To make it simpler, we should package a shell version of the library that can be replaced with the real version at compile time.","Create shell EDT FTPj library New contributors to Aptana are required to either download and install a trial version of the edtftpj library, or close all the FTP projects.    To make it simpler, we should package a shell version of the library that can be replaced with the real version at compile time.",-1
USERGRID-56,Error and possible race condition in the assets/uuid/data endpoints. ,"It looks like we might have a race condition in the assets/uuid/data endpoints. perhaps the assets in general. I noticed my calls were successful about 5% of the time. I put in a 1s wait, and now it's over 95%. When it fails, I get this error:    {""error"":""web_application"",""timestamp"":1391230754494,""duration"":0,""exception"":""javax.ws.rs.WebApplicationException"",""error_description"":""com.sun.jersey.api.MessageException: A message body reader for Java class com.sun.jersey.multipart.FormDataMultiPart, and Java type class com.sun.jersey.multipart.FormDataMultiPart, and MIME media type application/octet-stream was not found.\n""}","Error and possible race condition in the assets/uuid/data endpoints.  It looks like we might have a race condition in the assets/uuid/data endpoints. perhaps the assets in general. I noticed my calls were successful about 5% of the time. I put in a 1s wait, and now it's over 95%. When it fails, I get this error:    {""error"":""web_application"",""timestamp"":1391230754494,""duration"":0,""exception"":""javax.ws.rs.WebApplicationException"",""error_description"":""com.sun.jersey.api.MessageException: A message body reader for Java class com.sun.jersey.multipart.FormDataMultiPart, and Java type class com.sun.jersey.multipart.FormDataMultiPart, and MIME media type application/octet-stream was not found.\n""}",DURACLOUD-1005,MC:  global properties form does not give useful feedback when data is invalid,,MC:  global properties form does not give useful feedback when data is invalid ,1
USERGRID-58,Application end-point returns incorrect counts,"Here's an example of the obviously bad counts:            ""dogs"" : {            ""title"" : ""Dogs"",            ""count"" : -248,            ""name"" : ""dogs"",            ""type"" : ""dog""          },          ""medications"" : {            ""title"" : ""Medications"",            ""count"" : 3,            ""name"" : ""medications"",            ""type"" : ""medication""          },          ""somethings"" : {            ""title"" : ""Somethings"",            ""count"" : -12,            ""name"" : ""somethings"",            ""type"" : ""something""          },    I suspect ","Application end-point returns incorrect counts Here's an example of the obviously bad counts:            ""dogs"" : {            ""title"" : ""Dogs"",            ""count"" : -248,            ""name"" : ""dogs"",            ""type"" : ""dog""          },          ""medications"" : {            ""title"" : ""Medications"",            ""count"" : 3,            ""name"" : ""medications"",            ""type"" : ""medication""          },          ""somethings"" : {            ""title"" : ""Somethings"",            ""count"" : -12,            ""name"" : ""somethings"",            ""type"" : ""something""          },    I suspect ",TIMOB-23143,Windows: Lock orientation mode (Ti.UI.Window.orientationModes),h6. Issue Description   Actually in windows there is no way to lock the orientation mode in portrait or landscape.    h6. Expected Behavior   Have a property in the window to lock the orientation.  ,Windows: Lock orientation mode (Ti.UI.Window.orientationModes) h6. Issue Description   Actually in windows there is no way to lock the orientation mode in portrait or landscape.    h6. Expected Behavior   Have a property in the window to lock the orientation.  ,-1
USERGRID-59,Mismatch application metadata ( APPLICATIONS_CF and Management Apps ),"Sometimes, there's mismatch application metadata ( APPLICATIONS_CF and Management Apps )  So, we need to repair the datas.","Mismatch application metadata ( APPLICATIONS_CF and Management Apps ) Sometimes, there's mismatch application metadata ( APPLICATIONS_CF and Management Apps )  So, we need to repair the datas.",MESOS-4338,Create utilities for common shell commands used. ,"We spawn shell for command line utilities like tar, untar, sha256 etc. Would be great for resuse if we can create a common utilities class/file for all these utilities.    ","Create utilities for common shell commands used.  We spawn shell for command line utilities like tar, untar, sha256 etc. Would be great for resuse if we can create a common utilities class/file for all these utilities.    ",-1
USERGRID-82,Cannot change custom entity name,"If you have a custom entity and attempt to update the entity's name (via PUT), the system will accept the request and return success (200), but the name will remain unchanged.    eg. using ugc:  ugc create foo ""name: 'bar'""  ugc update foo/bar ""name: 'baz'""    (Note: Referencing the entity in the PUT via UUID has the same effect.)","Cannot change custom entity name If you have a custom entity and attempt to update the entity's name (via PUT), the system will accept the request and return success (200), but the name will remain unchanged.    eg. using ugc:  ugc create foo ""name: 'bar'""  ugc update foo/bar ""name: 'baz'""    (Note: Referencing the entity in the PUT via UUID has the same effect.)",TISTUD-6757,"Allow user to make use of ""Native"" proxy provider on startup of Studio","We allow users to enter in proxy settings manually during the splash screen. We should really allow for use of the ""Native"" proxy provider when it's available. That would pick up the system settings and should ""just work"". There may be some classloader issues preventing us from doing so, however since the login prompt is in the splash before any plugins are loaded.    Perhaps we can find a way to allow the system to load up ""some"" of the plugins (like the proxy ones!) before our custom splash login prompt? Then we wouldn't need to do all our proxy hacking, and can use the standard eclipse classes/mechanisms (rather than our own copies which we then copy to eclipse settings).","Allow user to make use of ""Native"" proxy provider on startup of Studio We allow users to enter in proxy settings manually during the splash screen. We should really allow for use of the ""Native"" proxy provider when it's available. That would pick up the system settings and should ""just work"". There may be some classloader issues preventing us from doing so, however since the login prompt is in the splash before any plugins are loaded.    Perhaps we can find a way to allow the system to load up ""some"" of the plugins (like the proxy ones!) before our custom splash login prompt? Then we wouldn't need to do all our proxy hacking, and can use the standard eclipse classes/mechanisms (rather than our own copies which we then copy to eclipse settings).",-1
USERGRID-98,POST to /events returns entity that does not exist,"When I create a new event entity, the API returns an entity with uuid, but when I do a GET on the entity, the API returns a service resource not found error. GET on the /events endpoint also shows that the entity was not saved.    So this POST:    curl -X POST ""https://api.usergrid.com/fdsafdsa/test/events"" -d '{""timestamp"":201111211437, ""category"":""testcat""}'      Returns this response:    {    ""action"" : ""post"",    ""application"" : ""4a1edb70-d7a8-11e2-9ce3-f315e5aa568a"",    ""params"" : { },    ""path"" : ""/events"",    ""uri"" : ""http://api.usergrid.com/fdsafdsa/test/events"",    ""entities"" : [ {      ""uuid"" : ""c8a283c6-e79b-1038-8735-1d2142858146"",      ""type"" : ""event"",      ""created"" : 1372888238225,      ""modified"" : 1372888238225,      ""timestamp"" : 201111211437,      ""category"" : ""testcat"",      ""message"" : null,      ""metadata"" : {        ""path"" : ""/events/c8a283c6-e79b-1038-8735-1d2142858146""      }    } ],      But a GET on /events/c8a283c6-e79b-1038-8735-1d2142858146 returns this error:    {""error"":""service_resource_not_found"",""timestamp"":1372888258143,""duration"":0,""exception"":""org.usergrid.services.exceptions.ServiceResourceNotFoundException"",""error_description"":""Service resource not found""}  ","POST to /events returns entity that does not exist When I create a new event entity, the API returns an entity with uuid, but when I do a GET on the entity, the API returns a service resource not found error. GET on the /events endpoint also shows that the entity was not saved.    So this POST:    curl -X POST ""https://api.usergrid.com/fdsafdsa/test/events"" -d '{""timestamp"":201111211437, ""category"":""testcat""}'      Returns this response:    {    ""action"" : ""post"",    ""application"" : ""4a1edb70-d7a8-11e2-9ce3-f315e5aa568a"",    ""params"" : { },    ""path"" : ""/events"",    ""uri"" : ""http://api.usergrid.com/fdsafdsa/test/events"",    ""entities"" : [ {      ""uuid"" : ""c8a283c6-e79b-1038-8735-1d2142858146"",      ""type"" : ""event"",      ""created"" : 1372888238225,      ""modified"" : 1372888238225,      ""timestamp"" : 201111211437,      ""category"" : ""testcat"",      ""message"" : null,      ""metadata"" : {        ""path"" : ""/events/c8a283c6-e79b-1038-8735-1d2142858146""      }    } ],      But a GET on /events/c8a283c6-e79b-1038-8735-1d2142858146 returns this error:    {""error"":""service_resource_not_found"",""timestamp"":1372888258143,""duration"":0,""exception"":""org.usergrid.services.exceptions.ServiceResourceNotFoundException"",""error_description"":""Service resource not found""}  ",MDL-49520,Upgrade Compatible password hashing library for Moodle 2.9 release,"Library: Compatible password hashing  There are no versions, just github branch, changes from the last pull: https://github.com/ircmaxell/password_compat/compare/c91b1168bc53c26f56fc65f16958b5be45ca5dc9...master    Make sure to update files:  - lib/password_compat/ (library itself)  - lib/thirdpartylibs.xml (indicate the current version)  - lib/password_compat/readme_moodle.txt (indicate the current version and/or changes made)  ","Upgrade Compatible password hashing library for Moodle 2.9 release Library: Compatible password hashing  There are no versions, just github branch, changes from the last pull: https://github.com/ircmaxell/password_compat/compare/c91b1168bc53c26f56fc65f16958b5be45ca5dc9...master    Make sure to update files:  - lib/password_compat/ (library itself)  - lib/thirdpartylibs.xml (indicate the current version)  - lib/password_compat/readme_moodle.txt (indicate the current version and/or changes made)  ",-1
USERGRID-103,Upgrade to latest Jersey 2.x release,"JAX-RS 2.0 brings lots of new features, much better extensible and async support are ones I think most useful ","Upgrade to latest Jersey 2.x release JAX-RS 2.0 brings lots of new features, much better extensible and async support are ones I think most useful ",TESB-484,Add a section in the GettingStarted Guide how to use authentication policies & STS,"As a Developer I want to learn how to secure my services and clients and how to take advantage of the CXF STS.    Extend the Rent a Car demo to show how the service can be secured by the new Authenication Interceptor (STS Client) and the SAMl Tokens provided by the STS and the existing CXF Authentication Inteceptor.    Content      * What is an STS, what is the advantage of having an STS compared to have to configure everything locally on clients and services.  	* A diagram about the flow between client STS, and client provider what are artifacts that are exchanged.  	* Describe how to install and run the STS. If possible use the jetty maven plugin for this., Describe what has to be configured, e.g. keystore   	* Describe what has to be configured on the client side / service side and what the purpose is.  	* Decribe how to deploy and run the demo.  	* Describe how to uninstall the demo     Provide the necessary configuration files and extend the maven build to create artifacts usable for the demo.    For the tutorial use X509 Certs (best use the one already provided with the STS itself so it has not to be reconfigured. Server should return a SAML 2.0 token.    Note  Feature might involvet to male sure STS is really included in CXF 2.4 and to synchronize with Dan.    Acceptance Criteria  PO or other person with similar background must be able to get the demo running within 15 minutes.","Add a section in the GettingStarted Guide how to use authentication policies & STS As a Developer I want to learn how to secure my services and clients and how to take advantage of the CXF STS.    Extend the Rent a Car demo to show how the service can be secured by the new Authenication Interceptor (STS Client) and the SAMl Tokens provided by the STS and the existing CXF Authentication Inteceptor.    Content      * What is an STS, what is the advantage of having an STS compared to have to configure everything locally on clients and services.  	* A diagram about the flow between client STS, and client provider what are artifacts that are exchanged.  	* Describe how to install and run the STS. If possible use the jetty maven plugin for this., Describe what has to be configured, e.g. keystore   	* Describe what has to be configured on the client side / service side and what the purpose is.  	* Decribe how to deploy and run the demo.  	* Describe how to uninstall the demo     Provide the necessary configuration files and extend the maven build to create artifacts usable for the demo.    For the tutorial use X509 Certs (best use the one already provided with the STS itself so it has not to be reconfigured. Server should return a SAML 2.0 token.    Note  Feature might involvet to male sure STS is really included in CXF 2.4 and to synchronize with Dan.    Acceptance Criteria  PO or other person with similar background must be able to get the demo running within 15 minutes.",1
USERGRID-160,select (filter) queries with dot notation don't return results,"Steps to reproduce:    1. Create a collection and populate it with an entity with the following data:  { ""foo.bar"": ""baz"" }    2. Run a GET query on this collection with a filter:    https://api.usergrid.com/org/app/collection/?ql=select foo.bar    3. No results are returned because the ""select"" filter isn't working with dot-notated key names.    Attached is a real-world use-case of where this is failing.","select (filter) queries with dot notation don't return results Steps to reproduce:    1. Create a collection and populate it with an entity with the following data:  { ""foo.bar"": ""baz"" }    2. Run a GET query on this collection with a filter:    https://api.usergrid.com/org/app/collection/?ql=select foo.bar    3. No results are returned because the ""select"" filter isn't working with dot-notated key names.    Attached is a real-world use-case of where this is failing.",MULE-6746,Fix the 3.x site build,javadoc generation is failing.  check log here:    http://bamboo.mulesoft.org/browse/MULE3X-MULE3XSITE-SITE,Fix the 3.x site build javadoc generation is failing.  check log here:    http://bamboo.mulesoft.org/browse/MULE3X-MULE3XSITE-SITE,-1
USERGRID-161,Some required fields should not be required on the users page of the Admin Portal,"On the users page of the Admin portal, there are a several fields that are marked as required but should not be.","Some required fields should not be required on the users page of the Admin Portal On the users page of the Admin portal, there are a several fields that are marked as required but should not be.",DM-7016,Big image not showing working message when the load,"This is a problem with uploads, large image loads, and Atlas.   When a big image is loading the user does  not get feedback.  The problem is the the UI is not creating the ImageViewer soon enough.","Big image not showing working message when the load This is a problem with uploads, large image loads, and Atlas.   When a big image is loading the user does  not get feedback.  The problem is the the UI is not creating the ImageViewer soon enough.",1
USERGRID-178,Lack of Documentation on available features and REST APIs,There is not a proper documentation for available features and REST APIs. It is bit time consuming to do things with Apache Usergrid without documentation.  ,Lack of Documentation on available features and REST APIs There is not a proper documentation for available features and REST APIs. It is bit time consuming to do things with Apache Usergrid without documentation.  ,XD-784,Build needs to override $XD_* environment variables,export XD_HOME=foo  gradle clean test     build fails. Need to detected environment variables and override for the build,Build needs to override $XD_* environment variables export XD_HOME=foo  gradle clean test     build fails. Need to detected environment variables and override for the build,1
USERGRID-179,Java documentations are misleading the user(developer).,"Java classes in Usergrid SDKs still referring apigee SDKs classes.    ex: Through the method explanation of logOutAppUserAsync() method in Client.java of Usergrid android SDK, referring to a class called ""DataClient"". There is not a class called ""DataClient"" in Usergrid android SDK, while apigee SDK has.    Therefore it is difficult to figure out by going through the code base.","Java documentations are misleading the user(developer). Java classes in Usergrid SDKs still referring apigee SDKs classes.    ex: Through the method explanation of logOutAppUserAsync() method in Client.java of Usergrid android SDK, referring to a class called ""DataClient"". There is not a class called ""DataClient"" in Usergrid android SDK, while apigee SDK has.    Therefore it is difficult to figure out by going through the code base.",XD-528,Create SI components that wrap Reactor's TCP server,,Create SI components that wrap Reactor's TCP server ,-1
USERGRID-193,SaveCollectionMembers in Export does not correctly export all entity data,"The saveConnections() and saveDictionaries() methods are called at the end of SaveCollectionMembers() in file ExportServiceImpl.java    but if collection for an entity was null, then it would just return and not export the connections and dictionaries for that particular entity, thus calling these functions in the start of the method ensures, that all connections and dictionaries are always exported.","SaveCollectionMembers in Export does not correctly export all entity data The saveConnections() and saveDictionaries() methods are called at the end of SaveCollectionMembers() in file ExportServiceImpl.java    but if collection for an entity was null, then it would just return and not export the connections and dictionaries for that particular entity, thus calling these functions in the start of the method ensures, that all connections and dictionaries are always exported.",DM-611,Switch kazoo version to 2.0b1 or later,"While we aren't using any of the new features of Kazoo's 2.x series, the removal of zope.interface as a dependency is a worthwhile feature.  The 2.0b1 release seems at least as stable as our own code, so I don't think we'll see any negative effects.  This ticket covers: - Upgrade of the packaged kazoo from 1.3.1 to 2.0b1 (or later). - (optionally) patches for kazoo's setup.py so that it doesn't search for and try to download any dependencies. This can be done in a later ticket, though.  I note that kazoo can be run without installation: you can untar it, cd into the directory, and if you run python from there, you can immediately ""import kazoo"" and use it. Hence we could avoid setup.py completely and just copy the ""kazoo"" subdirectory into some directory in the PYTHONPATH.","Switch kazoo version to 2.0b1 or later While we aren't using any of the new features of Kazoo's 2.x series, the removal of zope.interface as a dependency is a worthwhile feature.  The 2.0b1 release seems at least as stable as our own code, so I don't think we'll see any negative effects.  This ticket covers: - Upgrade of the packaged kazoo from 1.3.1 to 2.0b1 (or later). - (optionally) patches for kazoo's setup.py so that it doesn't search for and try to download any dependencies. This can be done in a later ticket, though.  I note that kazoo can be run without installation: you can untar it, cd into the directory, and if you run python from there, you can immediately ""import kazoo"" and use it. Hence we could avoid setup.py completely and just copy the ""kazoo"" subdirectory into some directory in the PYTHONPATH.",1
USERGRID-210,"Fix the ""test 10 app limit"" test in the two-dot-o branch","This test fails because it fails to account for default apps created by the test framework. Also, do we need to enforce a 10 app limit in Usergrid?      ApplicationsIT.test10AppLimit:84 All elements removed expected:<0> but was:<3>    The test method above has been marked as Ignore.    To fix this bug you should re-enable the test above and then fix the test to properly check the 10 app limit.","Fix the ""test 10 app limit"" test in the two-dot-o branch This test fails because it fails to account for default apps created by the test framework. Also, do we need to enforce a 10 app limit in Usergrid?      ApplicationsIT.test10AppLimit:84 All elements removed expected:<0> but was:<3>    The test method above has been marked as Ignore.    To fix this bug you should re-enable the test above and then fix the test to properly check the 10 app limit.",BAM-6505,Update bread crumbs to be the title,,Update bread crumbs to be the title ,1
